Symbol,MarketCapitalization
FRST,306808704
BNED,306419520
NWTN,306220128
GWRS,305192160
CHMI-PB,305011200
PBPB,304759680
AGTEF,304386016
BYND,303847264
RZLT,303621824
ARQ,303471744
BYM,302291520
QUBT,300273728
